,ccaa,sex,date,age_group,year,week,pop
0,ES11,F,2002-01-01,Y10-14,10010,5,59681
1,ES11,F,2002-01-01,Y15-19,10010,5,76255
2,ES11,F,2002-01-01,Y20-24,10010,5,101663
3,ES11,F,2002-01-01,Y25-29,10010,5,106824
4,ES11,F,2002-01-01,Y30-34,10010,5,101917
5,ES11,F,2002-01-01,Y35-39,10010,5,98519
6,ES11,F,2002-01-01,Y40-44,10010,5,97163
7,ES11,F,2002-01-01,Y45-49,10010,5,88288
8,ES11,F,2002-01-01,Y5-9,10010,5,49384
9,ES11,F,2002-01-01,Y50-54,10010,5,85117
10,ES11,F,2002-01-01,Y55-59,10010,5,84754
11,ES11,F,2002-01-01,Y60-64,10010,5,71272
12,ES11,F,2002-01-01,Y65-69,10010,5,91916
13,ES11,F,2002-01-01,Y70-74,10010,5,80589
14,ES11,F,2002-01-01,Y75-79,10010,5,67418
15,ES11,F,2002-01-01,Y80-84,10010,5,49264
16,ES11,F,2002-01-01,Y85-89,10010,5,30199
17,ES11,F,2002-01-01,Y_GE90,22022,11,15426
18,ES11,F,2002-01-01,Y_LT5,10010,5,46057
19,ES11,F,2002-07-01,Y10-14,10010,135,58957
20,ES11,F,2002-07-01,Y15-19,10010,135,74365
21,ES11,F,2002-07-01,Y20-24,10010,135,99745
22,ES11,F,2002-07-01,Y25-29,10010,135,107322
23,ES11,F,2002-07-01,Y30-34,10010,135,102441
24,ES11,F,2002-07-01,Y35-39,10010,135,99315
25,ES11,F,2002-07-01,Y40-44,10010,135,97514
26,ES11,F,2002-07-01,Y45-49,10010,135,89200
27,ES11,F,2002-07-01,Y5-9,10010,135,48696
28,ES11,F,2002-07-01,Y50-54,10010,135,85784
29,ES11,F,2002-07-01,Y55-59,10010,135,85469
30,ES11,F,2002-07-01,Y60-64,10010,135,71086
31,ES11,F,2002-07-01,Y65-69,10010,135,90296
32,ES11,F,2002-07-01,Y70-74,10010,135,81950
33,ES11,F,2002-07-01,Y75-79,10010,135,67565
34,ES11,F,2002-07-01,Y80-84,10010,135,50327
35,ES11,F,2002-07-01,Y85-89,10010,135,30407
36,ES11,F,2002-07-01,Y_GE90,22022,297,15819
37,ES11,F,2002-07-01,Y_LT5,10010,135,46458
38,ES11,F,2003-01-01,Y10-14,10015,5,58296
39,ES11,F,2003-01-01,Y15-19,10015,5,72482
40,ES11,F,2003-01-01,Y20-24,10015,5,97751
41,ES11,F,2003-01-01,Y25-29,10015,5,107938
42,ES11,F,2003-01-01,Y30-34,10015,5,103053
43,ES11,F,2003-01-01,Y35-39,10015,5,100229
44,ES11,F,2003-01-01,Y40-44,10015,5,97907
45,ES11,F,2003-01-01,Y45-49,10015,5,90103
46,ES11,F,2003-01-01,Y5-9,10015,5,48081
47,ES11,F,2003-01-01,Y50-54,10015,5,86469
48,ES11,F,2003-01-01,Y55-59,10015,5,86240
49,ES11,F,2003-01-01,Y60-64,10015,5,70944
50,ES11,F,2003-01-01,Y65-69,10015,5,88808
51,ES11,F,2003-01-01,Y70-74,10015,5,83395
52,ES11,F,2003-01-01,Y75-79,10015,5,67846
53,ES11,F,2003-01-01,Y80-84,10015,5,51554
54,ES11,F,2003-01-01,Y85-89,10015,5,30835
55,ES11,F,2003-01-01,Y_GE90,22033,11,16327
56,ES11,F,2003-01-01,Y_LT5,10015,5,46995
57,ES11,F,2003-07-01,Y10-14,10015,135,57544
58,ES11,F,2003-07-01,Y15-19,10015,135,70649
59,ES11,F,2003-07-01,Y20-24,10015,135,95302
60,ES11,F,2003-07-01,Y25-29,10015,135,108738
61,ES11,F,2003-07-01,Y30-34,10015,135,103330
62,ES11,F,2003-07-01,Y35-39,10015,135,100997
63,ES11,F,2003-07-01,Y40-44,10015,135,98210
64,ES11,F,2003-07-01,Y45-49,10015,135,91191
65,ES11,F,2003-07-01,Y5-9,10015,135,47581
66,ES11,F,2003-07-01,Y50-54,10015,135,86186
67,ES11,F,2003-07-01,Y55-59,10015,135,86850
68,ES11,F,2003-07-01,Y60-64,10015,135,73032
69,ES11,F,2003-07-01,Y65-69,10015,135,85877
70,ES11,F,2003-07-01,Y70-74,10015,135,84246
71,ES11,F,2003-07-01,Y75-79,10015,135,68574
72,ES11,F,2003-07-01,Y80-84,10015,135,52267
73,ES11,F,2003-07-01,Y85-89,10015,135,31193
74,ES11,F,2003-07-01,Y_GE90,22033,297,16597
75,ES11,F,2003-07-01,Y_LT5,10015,135,47506
76,ES11,F,2004-01-01,Y10-14,10020,5,56853
77,ES11,F,2004-01-01,Y15-19,10020,5,68886
78,ES11,F,2004-01-01,Y20-24,10020,5,92776
79,ES11,F,2004-01-01,Y25-29,10020,5,109521
80,ES11,F,2004-01-01,Y30-34,10020,5,103639
81,ES11,F,2004-01-01,Y35-39,10020,5,101888
82,ES11,F,2004-01-01,Y40-44,10020,5,98582
83,ES11,F,2004-01-01,Y45-49,10020,5,92348
84,ES11,F,2004-01-01,Y5-9,10020,5,47159
85,ES11,F,2004-01-01,Y50-54,10020,5,85963
86,ES11,F,2004-01-01,Y55-59,10020,5,87500
87,ES11,F,2004-01-01,Y60-64,10020,5,75179
88,ES11,F,2004-01-01,Y65-69,10020,5,83081
89,ES11,F,2004-01-01,Y70-74,10020,5,85225
90,ES11,F,2004-01-01,Y75-79,10020,5,69404
91,ES11,F,2004-01-01,Y80-84,10020,5,53047
92,ES11,F,2004-01-01,Y85-89,10020,5,31674
93,ES11,F,2004-01-01,Y_GE90,22044,11,16804
94,ES11,F,2004-01-01,Y_LT5,10020,5,48104
95,ES11,F,2004-07-01,Y10-14,10020,135,55818
96,ES11,F,2004-07-01,Y15-19,10020,135,67456
97,ES11,F,2004-07-01,Y20-24,10020,135,90376
98,ES11,F,2004-07-01,Y25-29,10020,135,109438
99,ES11,F,2004-07-01,Y30-34,10020,135,104150
100,ES11,F,2004-07-01,Y35-39,10020,135,102445
101,ES11,F,2004-07-01,Y40-44,10020,135,98996
102,ES11,F,2004-07-01,Y45-49,10020,135,93424
103,ES11,F,2004-07-01,Y5-9,10020,135,47124
104,ES11,F,2004-07-01,Y50-54,10020,135,85962
105,ES11,F,2004-07-01,Y55-59,10020,135,87968
106,ES11,F,2004-07-01,Y60-64,10020,135,77687
107,ES11,F,2004-07-01,Y65-69,10020,135,79886
108,ES11,F,2004-07-01,Y70-74,10020,135,86147
109,ES11,F,2004-07-01,Y75-79,10020,135,70101
110,ES11,F,2004-07-01,Y80-84,10020,135,53877
111,ES11,F,2004-07-01,Y85-89,10020,135,31934
112,ES11,F,2004-07-01,Y_GE90,22044,297,17196
113,ES11,F,2004-07-01,Y_LT5,10020,135,48506
114,ES11,F,2005-01-01,Y10-14,10025,5,54854
115,ES11,F,2005-01-01,Y15-19,10025,5,66113
116,ES11,F,2005-01-01,Y20-24,10025,5,88155
117,ES11,F,2005-01-01,Y25-29,10025,5,109636
118,ES11,F,2005-01-01,Y30-34,10025,5,104776
119,ES11,F,2005-01-01,Y35-39,10025,5,103241
120,ES11,F,2005-01-01,Y40-44,10025,5,99509
121,ES11,F,2005-01-01,Y45-49,10025,5,94647
122,ES11,F,2005-01-01,Y5-9,10025,5,47134
123,ES11,F,2005-01-01,Y50-54,10025,5,86008
124,ES11,F,2005-01-01,Y55-59,10025,5,88468
125,ES11,F,2005-01-01,Y60-64,10025,5,80215
126,ES11,F,2005-01-01,Y65-69,10025,5,76721
127,ES11,F,2005-01-01,Y70-74,10025,5,87139
128,ES11,F,2005-01-01,Y75-79,10025,5,70923
129,ES11,F,2005-01-01,Y80-84,10025,5,54959
130,ES11,F,2005-01-01,Y85-89,10025,5,32373
131,ES11,F,2005-01-01,Y_GE90,22055,11,17707
132,ES11,F,2005-01-01,Y_LT5,10025,5,49186
133,ES11,F,2005-07-01,Y10-14,10025,135,53999
134,ES11,F,2005-07-01,Y15-19,10025,135,64954
135,ES11,F,2005-07-01,Y20-24,10025,135,85804
136,ES11,F,2005-07-01,Y25-29,10025,135,108882
137,ES11,F,2005-07-01,Y30-34,10025,135,106048
138,ES11,F,2005-07-01,Y35-39,10025,135,103783
139,ES11,F,2005-07-01,Y40-44,10025,135,99740
140,ES11,F,2005-07-01,Y45-49,10025,135,96054
141,ES11,F,2005-07-01,Y5-9,10025,135,47392
142,ES11,F,2005-07-01,Y50-54,10025,135,86496
143,ES11,F,2005-07-01,Y55-59,10025,135,87952
144,ES11,F,2005-07-01,Y60-64,10025,135,81166
145,ES11,F,2005-07-01,Y65-69,10025,135,75731
146,ES11,F,2005-07-01,Y70-74,10025,135,87492
147,ES11,F,2005-07-01,Y75-79,10025,135,71912
148,ES11,F,2005-07-01,Y80-84,10025,135,55233
149,ES11,F,2005-07-01,Y85-89,10025,135,32922
150,ES11,F,2005-07-01,Y_GE90,22055,297,17956
151,ES11,F,2005-07-01,Y_LT5,10025,135,49552
152,ES11,F,2006-01-01,Y10-14,10030,5,53205
153,ES11,F,2006-01-01,Y15-19,10030,5,63824
154,ES11,F,2006-01-01,Y20-24,10030,5,83306
155,ES11,F,2006-01-01,Y25-29,10030,5,107916
156,ES11,F,2006-01-01,Y30-34,10030,5,107269
157,ES11,F,2006-01-01,Y35-39,10030,5,104356
158,ES11,F,2006-01-01,Y40-44,10030,5,99951
159,ES11,F,2006-01-01,Y45-49,10030,5,97457
160,ES11,F,2006-01-01,Y5-9,10030,5,47748
161,ES11,F,2006-01-01,Y50-54,10030,5,87060
162,ES11,F,2006-01-01,Y55-59,10030,5,87424
163,ES11,F,2006-01-01,Y60-64,10030,5,82186
164,ES11,F,2006-01-01,Y65-69,10030,5,74752
165,ES11,F,2006-01-01,Y70-74,10030,5,87942
166,ES11,F,2006-01-01,Y75-79,10030,5,73071
167,ES11,F,2006-01-01,Y80-84,10030,5,55808
168,ES11,F,2006-01-01,Y85-89,10030,5,33838
169,ES11,F,2006-01-01,Y_GE90,22066,11,18509
170,ES11,F,2006-01-01,Y_LT5,10030,5,50260
171,ES11,F,2006-07-01,Y10-14,10030,135,52511
172,ES11,F,2006-07-01,Y15-19,10030,135,62873
173,ES11,F,2006-07-01,Y20-24,10030,135,81083
174,ES11,F,2006-07-01,Y25-29,10030,135,106229
175,ES11,F,2006-07-01,Y30-34,10030,135,108522
176,ES11,F,2006-07-01,Y35-39,10030,135,104847
177,ES11,F,2006-07-01,Y40-44,10030,135,100498
178,ES11,F,2006-07-01,Y45-49,10030,135,98128
179,ES11,F,2006-07-01,Y5-9,10030,135,48158
180,ES11,F,2006-07-01,Y50-54,10030,135,88323
181,ES11,F,2006-07-01,Y55-59,10030,135,86772
182,ES11,F,2006-07-01,Y60-64,10030,135,83846
183,ES11,F,2006-07-01,Y65-69,10030,135,72941
184,ES11,F,2006-07-01,Y70-74,10030,135,88459
185,ES11,F,2006-07-01,Y75-79,10030,135,73895
186,ES11,F,2006-07-01,Y80-84,10030,135,56429
187,ES11,F,2006-07-01,Y85-89,10030,135,34204
188,ES11,F,2006-07-01,Y_GE90,22066,297,18904
189,ES11,F,2006-07-01,Y_LT5,10030,135,50532
190,ES11,F,2007-01-01,Y10-14,10035,5,51958
191,ES11,F,2007-01-01,Y15-19,10035,5,61911
192,ES11,F,2007-01-01,Y20-24,10035,5,78936
193,ES11,F,2007-01-01,Y25-29,10035,5,104642
194,ES11,F,2007-01-01,Y30-34,10035,5,109879
195,ES11,F,2007-01-01,Y35-39,10035,5,105522
196,ES11,F,2007-01-01,Y40-44,10035,5,101208
197,ES11,F,2007-01-01,Y45-49,10035,5,98860
198,ES11,F,2007-01-01,Y5-9,10035,5,48717
199,ES11,F,2007-01-01,Y50-54,10035,5,89662
200,ES11,F,2007-01-01,Y55-59,10035,5,86209
201,ES11,F,2007-01-01,Y60-64,10035,5,85624
202,ES11,F,2007-01-01,Y65-69,10035,5,71174
203,ES11,F,2007-01-01,Y70-74,10035,5,89062
204,ES11,F,2007-01-01,Y75-79,10035,5,74813
205,ES11,F,2007-01-01,Y80-84,10035,5,57249
206,ES11,F,2007-01-01,Y85-89,10035,5,34711
207,ES11,F,2007-01-01,Y_GE90,22077,11,19373
208,ES11,F,2007-01-01,Y_LT5,10035,5,51145
209,ES11,F,2007-07-01,Y10-14,10035,135,51254
210,ES11,F,2007-07-01,Y15-19,10035,135,61191
211,ES11,F,2007-07-01,Y20-24,10035,135,77238
212,ES11,F,2007-07-01,Y25-29,10035,135,102816
213,ES11,F,2007-07-01,Y30-34,10035,135,110676
214,ES11,F,2007-07-01,Y35-39,10035,135,106135
215,ES11,F,2007-07-01,Y40-44,10035,135,102166
216,ES11,F,2007-07-01,Y45-49,10035,135,99296
217,ES11,F,2007-07-01,Y5-9,10035,135,49138
218,ES11,F,2007-07-01,Y50-54,10035,135,90595
219,ES11,F,2007-07-01,Y55-59,10035,135,86917
220,ES11,F,2007-07-01,Y60-64,10035,135,86353
221,ES11,F,2007-07-01,Y65-69,10035,135,70933
222,ES11,F,2007-07-01,Y70-74,10035,135,87530
223,ES11,F,2007-07-01,Y75-79,10035,135,76190
224,ES11,F,2007-07-01,Y80-84,10035,135,57371
225,ES11,F,2007-07-01,Y85-89,10035,135,35625
226,ES11,F,2007-07-01,Y_GE90,22077,297,19643
227,ES11,F,2007-07-01,Y_LT5,10035,135,51793
228,ES11,F,2008-01-01,Y10-14,10040,5,50673
229,ES11,F,2008-01-01,Y15-19,10040,5,60539
230,ES11,F,2008-01-01,Y20-24,10040,5,75508
231,ES11,F,2008-01-01,Y25-29,10040,5,100896
232,ES11,F,2008-01-01,Y30-34,10040,5,111677
233,ES11,F,2008-01-01,Y35-39,10040,5,106884
234,ES11,F,2008-01-01,Y40-44,10040,5,103154
235,ES11,F,2008-01-01,Y45-49,10040,5,99749
236,ES11,F,2008-01-01,Y5-9,10040,5,49607
237,ES11,F,2008-01-01,Y50-54,10040,5,91463
238,ES11,F,2008-01-01,Y55-59,10040,5,87584
239,ES11,F,2008-01-01,Y60-64,10040,5,87080
240,ES11,F,2008-01-01,Y65-69,10040,5,70766
241,ES11,F,2008-01-01,Y70-74,10040,5,86028
242,ES11,F,2008-01-01,Y75-79,10040,5,77553
243,ES11,F,2008-01-01,Y80-84,10040,5,57662
244,ES11,F,2008-01-01,Y85-89,10040,5,36674
245,ES11,F,2008-01-01,Y_GE90,22088,11,20079
246,ES11,F,2008-01-01,Y_LT5,10040,5,52486
247,ES11,F,2008-07-01,Y10-14,10040,135,50183
248,ES11,F,2008-07-01,Y15-19,10040,135,59887
249,ES11,F,2008-07-01,Y20-24,10040,135,73996
250,ES11,F,2008-07-01,Y25-29,10040,135,98644
251,ES11,F,2008-07-01,Y30-34,10040,135,112405
252,ES11,F,2008-07-01,Y35-39,10040,135,107321
253,ES11,F,2008-07-01,Y40-44,10040,135,104043
254,ES11,F,2008-07-01,Y45-49,10040,135,100128
255,ES11,F,2008-07-01,Y5-9,10040,135,50182
256,ES11,F,2008-07-01,Y50-54,10040,135,92508
257,ES11,F,2008-07-01,Y55-59,10040,135,87301
258,ES11,F,2008-07-01,Y60-64,10040,135,87661
259,ES11,F,2008-07-01,Y65-69,10040,135,72834
260,ES11,F,2008-07-01,Y70-74,10040,135,83217
261,ES11,F,2008-07-01,Y75-79,10040,135,78415
262,ES11,F,2008-07-01,Y80-84,10040,135,58342
263,ES11,F,2008-07-01,Y85-89,10040,135,37325
264,ES11,F,2008-07-01,Y_GE90,22088,297,20483
265,ES11,F,2008-07-01,Y_LT5,10040,135,52994
266,ES11,F,2009-01-01,Y10-14,10045,5,49726
267,ES11,F,2009-01-01,Y15-19,10045,5,59238
268,ES11,F,2009-01-01,Y20-24,10045,5,72388
269,ES11,F,2009-01-01,Y25-29,10045,5,96296
270,ES11,F,2009-01-01,Y30-34,10045,5,113288
271,ES11,F,2009-01-01,Y35-39,10045,5,107915
272,ES11,F,2009-01-01,Y40-44,10045,5,105052
273,ES11,F,2009-01-01,Y45-49,10045,5,100498
274,ES11,F,2009-01-01,Y5-9,10045,5,50826
275,ES11,F,2009-01-01,Y50-54,10045,5,93571
276,ES11,F,2009-01-01,Y55-59,10045,5,87069
277,ES11,F,2009-01-01,Y60-64,10045,5,88328
278,ES11,F,2009-01-01,Y65-69,10045,5,74949
279,ES11,F,2009-01-01,Y70-74,10045,5,80530
280,ES11,F,2009-01-01,Y75-79,10045,5,79389
281,ES11,F,2009-01-01,Y80-84,10045,5,59172
282,ES11,F,2009-01-01,Y85-89,10045,5,38051
283,ES11,F,2009-01-01,Y_GE90,22099,11,21080
284,ES11,F,2009-01-01,Y_LT5,10045,5,53828
285,ES11,F,2009-07-01,Y10-14,10045,135,49740
286,ES11,F,2009-07-01,Y15-19,10045,135,58196
287,ES11,F,2009-07-01,Y20-24,10045,135,71026
288,ES11,F,2009-07-01,Y25-29,10045,135,93804
289,ES11,F,2009-07-01,Y30-34,10045,135,113087
290,ES11,F,2009-07-01,Y35-39,10045,135,108336
291,ES11,F,2009-07-01,Y40-44,10045,135,105769
292,ES11,F,2009-07-01,Y45-49,10045,135,100962
293,ES11,F,2009-07-01,Y5-9,10045,135,51264
294,ES11,F,2009-07-01,Y50-54,10045,135,94678
295,ES11,F,2009-07-01,Y55-59,10045,135,87024
296,ES11,F,2009-07-01,Y60-64,10045,135,88662
297,ES11,F,2009-07-01,Y65-69,10045,135,77393
298,ES11,F,2009-07-01,Y70-74,10045,135,77274
299,ES11,F,2009-07-01,Y75-79,10045,135,80259
300,ES11,F,2009-07-01,Y80-84,10045,135,59797
301,ES11,F,2009-07-01,Y85-89,10045,135,38706
302,ES11,F,2009-07-01,Y_GE90,22099,297,21384
303,ES11,F,2009-07-01,Y_LT5,10045,135,54103
304,ES11,F,2010-01-01,Y10-14,10050,5,49761
305,ES11,F,2010-01-01,Y15-19,10050,5,57164
306,ES11,F,2010-01-01,Y20-24,10050,5,69660
307,ES11,F,2010-01-01,Y25-29,10050,5,91295
308,ES11,F,2010-01-01,Y30-34,10050,5,112915
309,ES11,F,2010-01-01,Y35-39,10050,5,108798
310,ES11,F,2010-01-01,Y40-44,10050,5,106429
311,ES11,F,2010-01-01,Y45-49,10050,5,101393
312,ES11,F,2010-01-01,Y5-9,10050,5,51769
313,ES11,F,2010-01-01,Y50-54,10050,5,95783
314,ES11,F,2010-01-01,Y55-59,10050,5,86975
315,ES11,F,2010-01-01,Y60-64,10050,5,89017
316,ES11,F,2010-01-01,Y65-69,10050,5,79870
317,ES11,F,2010-01-01,Y70-74,10050,5,74151
318,ES11,F,2010-01-01,Y75-79,10050,5,81258
319,ES11,F,2010-01-01,Y80-84,10050,5,60596
320,ES11,F,2010-01-01,Y85-89,10050,5,39511
321,ES11,F,2010-01-01,Y_GE90,22110,11,21865
322,ES11,F,2010-01-01,Y_LT5,10050,5,54628
323,ES11,F,2010-07-01,Y10-14,10050,135,49930
324,ES11,F,2010-07-01,Y15-19,10050,135,56310
325,ES11,F,2010-07-01,Y20-24,10050,135,68284
326,ES11,F,2010-07-01,Y25-29,10050,135,88682
327,ES11,F,2010-07-01,Y30-34,10050,135,111700
328,ES11,F,2010-07-01,Y35-39,10050,135,109755
329,ES11,F,2010-07-01,Y40-44,10050,135,106906
330,ES11,F,2010-07-01,Y45-49,10050,135,101556
331,ES11,F,2010-07-01,Y5-9,10050,135,52086
332,ES11,F,2010-07-01,Y50-54,10050,135,97083
333,ES11,F,2010-07-01,Y55-59,10050,135,87344
334,ES11,F,2010-07-01,Y60-64,10050,135,88397
335,ES11,F,2010-07-01,Y65-69,10050,135,80800
336,ES11,F,2010-07-01,Y70-74,10050,135,73128
337,ES11,F,2010-07-01,Y75-79,10050,135,81558
338,ES11,F,2010-07-01,Y80-84,10050,135,61579
339,ES11,F,2010-07-01,Y85-89,10050,135,39845
340,ES11,F,2010-07-01,Y_GE90,22110,297,22577
341,ES11,F,2010-07-01,Y_LT5,10050,135,54551
342,ES11,F,2011-01-01,Y10-14,10055,5,50170
343,ES11,F,2011-01-01,Y15-19,10055,5,55485
344,ES11,F,2011-01-01,Y20-24,10055,5,66982
345,ES11,F,2011-01-01,Y25-29,10055,5,86152
346,ES11,F,2011-01-01,Y30-34,10055,5,110462
347,ES11,F,2011-01-01,Y35-39,10055,5,110780
348,ES11,F,2011-01-01,Y40-44,10055,5,107420
349,ES11,F,2011-01-01,Y45-49,10055,5,101847
350,ES11,F,2011-01-01,Y5-9,10055,5,52498
351,ES11,F,2011-01-01,Y50-54,10055,5,98333
352,ES11,F,2011-01-01,Y55-59,10055,5,87796
353,ES11,F,2011-01-01,Y60-64,10055,5,87752
354,ES11,F,2011-01-01,Y65-69,10055,5,81801
355,ES11,F,2011-01-01,Y70-74,10055,5,72191
356,ES11,F,2011-01-01,Y75-79,10055,5,81954
357,ES11,F,2011-01-01,Y80-84,10055,5,62782
358,ES11,F,2011-01-01,Y85-89,10055,5,40238
359,ES11,F,2011-01-01,Y_GE90,22121,11,23249
360,ES11,F,2011-01-01,Y_LT5,10055,5,54705
361,ES11,F,2011-07-01,Y10-14,10055,135,50381
362,ES11,F,2011-07-01,Y15-19,10055,135,54716
363,ES11,F,2011-07-01,Y20-24,10055,135,65845
364,ES11,F,2011-07-01,Y25-29,10055,135,83652
365,ES11,F,2011-07-01,Y30-34,10055,135,108389
366,ES11,F,2011-07-01,Y35-39,10055,135,111654
367,ES11,F,2011-07-01,Y40-44,10055,135,107649
368,ES11,F,2011-07-01,Y45-49,10055,135,102356
369,ES11,F,2011-07-01,Y5-9,10055,135,52852
370,ES11,F,2011-07-01,Y50-54,10055,135,98985
371,ES11,F,2011-07-01,Y55-59,10055,135,88889
372,ES11,F,2011-07-01,Y60-64,10055,135,87079
373,ES11,F,2011-07-01,Y65-69,10055,135,83319
374,ES11,F,2011-07-01,Y70-74,10055,135,70421
375,ES11,F,2011-07-01,Y75-79,10055,135,82422
376,ES11,F,2011-07-01,Y80-84,10055,135,63598
377,ES11,F,2011-07-01,Y85-89,10055,135,40817
378,ES11,F,2011-07-01,Y_GE90,22121,297,23823
379,ES11,F,2011-07-01,Y_LT5,10055,135,54410
380,ES11,F,2012-01-01,Y10-14,10060,5,50629
381,ES11,F,2012-01-01,Y15-19,10060,5,53978
382,ES11,F,2012-01-01,Y20-24,10060,5,64785
383,ES11,F,2012-01-01,Y25-29,10060,5,81255
384,ES11,F,2012-01-01,Y30-34,10060,5,106260
385,ES11,F,2012-01-01,Y35-39,10060,5,112619
386,ES11,F,2012-01-01,Y40-44,10060,5,107985
387,ES11,F,2012-01-01,Y45-49,10060,5,102861
388,ES11,F,2012-01-01,Y5-9,10060,5,53189
389,ES11,F,2012-01-01,Y50-54,10060,5,99625
390,ES11,F,2012-01-01,Y55-59,10060,5,90041
391,ES11,F,2012-01-01,Y60-64,10060,5,86416
392,ES11,F,2012-01-01,Y65-69,10060,5,84975
393,ES11,F,2012-01-01,Y70-74,10060,5,68741
394,ES11,F,2012-01-01,Y75-79,10060,5,82977
395,ES11,F,2012-01-01,Y80-84,10060,5,64449
396,ES11,F,2012-01-01,Y85-89,10060,5,41499
397,ES11,F,2012-01-01,Y_GE90,22132,11,24307
398,ES11,F,2012-01-01,Y_LT5,10060,5,54473
399,ES11,F,2012-07-01,Y10-14,10060,135,50784
400,ES11,F,2012-07-01,Y15-19,10060,135,53190
401,ES11,F,2012-07-01,Y20-24,10060,135,63647
402,ES11,F,2012-07-01,Y25-29,10060,135,79070
403,ES11,F,2012-07-01,Y30-34,10060,135,103867
404,ES11,F,2012-07-01,Y35-39,10060,135,112841
405,ES11,F,2012-07-01,Y40-44,10060,135,108225
406,ES11,F,2012-07-01,Y45-49,10060,135,103524
407,ES11,F,2012-07-01,Y5-9,10060,135,53656
408,ES11,F,2012-07-01,Y50-54,10060,135,99852
409,ES11,F,2012-07-01,Y55-59,10060,135,90768
410,ES11,F,2012-07-01,Y60-64,10060,135,86898
411,ES11,F,2012-07-01,Y65-69,10060,135,85570
412,ES11,F,2012-07-01,Y70-74,10060,135,68531
413,ES11,F,2012-07-01,Y75-79,10060,135,81393
414,ES11,F,2012-07-01,Y80-84,10060,135,65592
415,ES11,F,2012-07-01,Y85-89,10060,135,41507
416,ES11,F,2012-07-01,Y_GE90,22132,297,24808
417,ES11,F,2012-07-01,Y_LT5,10060,135,54100
418,ES11,F,2013-01-01,Y10-14,10065,5,50935
419,ES11,F,2013-01-01,Y15-19,10065,5,52406
420,ES11,F,2013-01-01,Y20-24,10065,5,62618
421,ES11,F,2013-01-01,Y25-29,10065,5,76881
422,ES11,F,2013-01-01,Y30-34,10065,5,101335
423,ES11,F,2013-01-01,Y35-39,10065,5,113027
424,ES11,F,2013-01-01,Y40-44,10065,5,108421
425,ES11,F,2013-01-01,Y45-49,10065,5,104197
426,ES11,F,2013-01-01,Y5-9,10065,5,54107
427,ES11,F,2013-01-01,Y50-54,10065,5,100146
428,ES11,F,2013-01-01,Y55-59,10065,5,91468
429,ES11,F,2013-01-01,Y60-64,10065,5,87433
430,ES11,F,2013-01-01,Y65-69,10065,5,86242
431,ES11,F,2013-01-01,Y70-74,10065,5,68423
432,ES11,F,2013-01-01,Y75-79,10065,5,80032
433,ES11,F,2013-01-01,Y80-84,10065,5,66978
434,ES11,F,2013-01-01,Y85-89,10065,5,42003
435,ES11,F,2013-01-01,Y_GE90,22143,11,25588
436,ES11,F,2013-01-01,Y_LT5,10065,5,53764
437,ES11,F,2013-07-01,Y10-14,10065,135,51280
438,ES11,F,2013-07-01,Y15-19,10065,135,51607
439,ES11,F,2013-07-01,Y20-24,10065,135,61603
440,ES11,F,2013-07-01,Y25-29,10065,135,74709
441,ES11,F,2013-07-01,Y30-34,10065,135,98324
442,ES11,F,2013-07-01,Y35-39,10065,135,113108
443,ES11,F,2013-07-01,Y40-44,10065,135,108397
444,ES11,F,2013-07-01,Y45-49,10065,135,104727
445,ES11,F,2013-07-01,Y5-9,10065,135,54497
446,ES11,F,2013-07-01,Y50-54,10065,135,100222
447,ES11,F,2013-07-01,Y55-59,10065,135,92366
448,ES11,F,2013-07-01,Y60-64,10065,135,87043
449,ES11,F,2013-07-01,Y65-69,10065,135,86694
450,ES11,F,2013-07-01,Y70-74,10065,135,70422
451,ES11,F,2013-07-01,Y75-79,10065,135,77341
452,ES11,F,2013-07-01,Y80-84,10065,135,67821
453,ES11,F,2013-07-01,Y85-89,10065,135,42612
454,ES11,F,2013-07-01,Y_GE90,22143,297,26210
455,ES11,F,2013-07-01,Y_LT5,10065,135,52812
456,ES11,F,2014-01-01,Y10-14,10070,5,51678
457,ES11,F,2014-01-01,Y15-19,10070,5,50841
458,ES11,F,2014-01-01,Y20-24,10070,5,60659
459,ES11,F,2014-01-01,Y25-29,10070,5,72586
460,ES11,F,2014-01-01,Y30-34,10070,5,95492
461,ES11,F,2014-01-01,Y35-39,10070,5,113304
462,ES11,F,2014-01-01,Y40-44,10070,5,108408
463,ES11,F,2014-01-01,Y45-49,10070,5,105268
464,ES11,F,2014-01-01,Y5-9,10070,5,54904
465,ES11,F,2014-01-01,Y50-54,10070,5,100351
466,ES11,F,2014-01-01,Y55-59,10070,5,93301
467,ES11,F,2014-01-01,Y60-64,10070,5,86675
468,ES11,F,2014-01-01,Y65-69,10070,5,87219
469,ES11,F,2014-01-01,Y70-74,10070,5,72435
470,ES11,F,2014-01-01,Y75-79,10070,5,74879
471,ES11,F,2014-01-01,Y80-84,10070,5,68651
472,ES11,F,2014-01-01,Y85-89,10070,5,43403
473,ES11,F,2014-01-01,Y_GE90,22154,11,26767
474,ES11,F,2014-01-01,Y_LT5,10070,5,52034
475,ES11,F,2014-07-01,Y10-14,10070,135,51942
476,ES11,F,2014-07-01,Y15-19,10070,135,50627
477,ES11,F,2014-07-01,Y20-24,10070,135,59366
478,ES11,F,2014-07-01,Y25-29,10070,135,70815
479,ES11,F,2014-07-01,Y30-34,10070,135,92632
