,ccaa,sex,date,age_group,year,week,pop
27800,ES52,T,2011-07-01,Y25-29,10055,135,330839
27801,ES52,T,2011-07-01,Y30-34,10055,135,428542
27802,ES52,T,2011-07-01,Y35-39,10055,135,437982
27803,ES52,T,2011-07-01,Y40-44,10055,135,410971
27804,ES52,T,2011-07-01,Y45-49,10055,135,378826
27805,ES52,T,2011-07-01,Y5-9,10055,135,258467
27806,ES52,T,2011-07-01,Y50-54,10055,135,338760
27807,ES52,T,2011-07-01,Y55-59,10055,135,286406
27808,ES52,T,2011-07-01,Y60-64,10055,135,270623
27809,ES52,T,2011-07-01,Y65-69,10055,135,239209
27810,ES52,T,2011-07-01,Y70-74,10055,135,201067
27811,ES52,T,2011-07-01,Y75-79,10055,135,178521
27812,ES52,T,2011-07-01,Y80-84,10055,135,130058
27813,ES52,T,2011-07-01,Y85-89,10055,135,72721
27814,ES52,T,2011-07-01,Y_GE90,22121,297,30706
27815,ES52,T,2011-07-01,Y_LT5,10055,135,266826
27816,ES52,T,2012-01-01,Y10-14,10060,5,237600
27817,ES52,T,2012-01-01,Y15-19,10060,5,235734
27818,ES52,T,2012-01-01,Y20-24,10060,5,265688
27819,ES52,T,2012-01-01,Y25-29,10060,5,321448
27820,ES52,T,2012-01-01,Y30-34,10060,5,419964
27821,ES52,T,2012-01-01,Y35-39,10060,5,440116
27822,ES52,T,2012-01-01,Y40-44,10060,5,413212
27823,ES52,T,2012-01-01,Y45-49,10060,5,382677
27824,ES52,T,2012-01-01,Y5-9,10060,5,261280
27825,ES52,T,2012-01-01,Y50-54,10060,5,343692
27826,ES52,T,2012-01-01,Y55-59,10060,5,289539
27827,ES52,T,2012-01-01,Y60-64,10060,5,271650
27828,ES52,T,2012-01-01,Y65-69,10060,5,243865
27829,ES52,T,2012-01-01,Y70-74,10060,5,200316
27830,ES52,T,2012-01-01,Y75-79,10060,5,179426
27831,ES52,T,2012-01-01,Y80-84,10060,5,131505
27832,ES52,T,2012-01-01,Y85-89,10060,5,74811
27833,ES52,T,2012-01-01,Y_GE90,22132,11,32135
27834,ES52,T,2012-01-01,Y_LT5,10060,5,264983
27835,ES52,T,2012-07-01,Y10-14,10060,135,238778
27836,ES52,T,2012-07-01,Y15-19,10060,135,233496
27837,ES52,T,2012-07-01,Y20-24,10060,135,262133
27838,ES52,T,2012-07-01,Y25-29,10060,135,311744
27839,ES52,T,2012-07-01,Y30-34,10060,135,407547
27840,ES52,T,2012-07-01,Y35-39,10060,135,440349
27841,ES52,T,2012-07-01,Y40-44,10060,135,413070
27842,ES52,T,2012-07-01,Y45-49,10060,135,386300
27843,ES52,T,2012-07-01,Y5-9,10060,135,263677
27844,ES52,T,2012-07-01,Y50-54,10060,135,346194
27845,ES52,T,2012-07-01,Y55-59,10060,135,292689
27846,ES52,T,2012-07-01,Y60-64,10060,135,273131
27847,ES52,T,2012-07-01,Y65-69,10060,135,248171
27848,ES52,T,2012-07-01,Y70-74,10060,135,200071
27849,ES52,T,2012-07-01,Y75-79,10060,135,180184
27850,ES52,T,2012-07-01,Y80-84,10060,135,133030
27851,ES52,T,2012-07-01,Y85-89,10060,135,75112
27852,ES52,T,2012-07-01,Y_GE90,22132,297,33317
27853,ES52,T,2012-07-01,Y_LT5,10060,135,260345
27854,ES52,T,2013-01-01,Y10-14,10065,5,239938
27855,ES52,T,2013-01-01,Y15-19,10065,5,231254
27856,ES52,T,2013-01-01,Y20-24,10065,5,258557
27857,ES52,T,2013-01-01,Y25-29,10065,5,301253
27858,ES52,T,2013-01-01,Y30-34,10065,5,394199
27859,ES52,T,2013-01-01,Y35-39,10065,5,439599
27860,ES52,T,2013-01-01,Y40-44,10065,5,412157
27861,ES52,T,2013-01-01,Y45-49,10065,5,389564
27862,ES52,T,2013-01-01,Y5-9,10065,5,265724
27863,ES52,T,2013-01-01,Y50-54,10065,5,348317
27864,ES52,T,2013-01-01,Y55-59,10065,5,295570
27865,ES52,T,2013-01-01,Y60-64,10065,5,274308
27866,ES52,T,2013-01-01,Y65-69,10065,5,252305
27867,ES52,T,2013-01-01,Y70-74,10065,5,199934
27868,ES52,T,2013-01-01,Y75-79,10065,5,181192
27869,ES52,T,2013-01-01,Y80-84,10065,5,135259
27870,ES52,T,2013-01-01,Y85-89,10065,5,76160
27871,ES52,T,2013-01-01,Y_GE90,22143,11,34800
27872,ES52,T,2013-01-01,Y_LT5,10065,5,256924
27873,ES52,T,2013-07-01,Y10-14,10065,135,241946
27874,ES52,T,2013-07-01,Y15-19,10065,135,229489
27875,ES52,T,2013-07-01,Y20-24,10065,135,254192
27876,ES52,T,2013-07-01,Y25-29,10065,135,292721
27877,ES52,T,2013-07-01,Y30-34,10065,135,379541
27878,ES52,T,2013-07-01,Y35-39,10065,135,437347
27879,ES52,T,2013-07-01,Y40-44,10065,135,411930
27880,ES52,T,2013-07-01,Y45-49,10065,135,390919
27881,ES52,T,2013-07-01,Y5-9,10065,135,267717
27882,ES52,T,2013-07-01,Y50-54,10065,135,350576
27883,ES52,T,2013-07-01,Y55-59,10065,135,299746
27884,ES52,T,2013-07-01,Y60-64,10065,135,272460
27885,ES52,T,2013-07-01,Y65-69,10065,135,255262
27886,ES52,T,2013-07-01,Y70-74,10065,135,203278
27887,ES52,T,2013-07-01,Y75-79,10065,135,179252
27888,ES52,T,2013-07-01,Y80-84,10065,135,137310
27889,ES52,T,2013-07-01,Y85-89,10065,135,77795
27890,ES52,T,2013-07-01,Y_GE90,22143,297,36208
27891,ES52,T,2013-07-01,Y_LT5,10065,135,249329
27892,ES52,T,2014-01-01,Y10-14,10070,5,244617
27893,ES52,T,2014-01-01,Y15-19,10070,5,228371
27894,ES52,T,2014-01-01,Y20-24,10070,5,250598
27895,ES52,T,2014-01-01,Y25-29,10070,5,285500
27896,ES52,T,2014-01-01,Y30-34,10070,5,365084
27897,ES52,T,2014-01-01,Y35-39,10070,5,435451
27898,ES52,T,2014-01-01,Y40-44,10070,5,411964
27899,ES52,T,2014-01-01,Y45-49,10070,5,392446
27900,ES52,T,2014-01-01,Y5-9,10070,5,269985
27901,ES52,T,2014-01-01,Y50-54,10070,5,353085
27902,ES52,T,2014-01-01,Y55-59,10070,5,304140
27903,ES52,T,2014-01-01,Y60-64,10070,5,271056
27904,ES52,T,2014-01-01,Y65-69,10070,5,258610
27905,ES52,T,2014-01-01,Y70-74,10070,5,206853
27906,ES52,T,2014-01-01,Y75-79,10070,5,177783
27907,ES52,T,2014-01-01,Y80-84,10070,5,139654
27908,ES52,T,2014-01-01,Y85-89,10070,5,79664
27909,ES52,T,2014-01-01,Y_GE90,22154,11,37585
27910,ES52,T,2014-01-01,Y_LT5,10070,5,243982
27911,ES52,T,2014-07-01,Y10-14,10070,135,246606
27912,ES52,T,2014-07-01,Y15-19,10070,135,228930
27913,ES52,T,2014-07-01,Y20-24,10070,135,247303
27914,ES52,T,2014-07-01,Y25-29,10070,135,279204
27915,ES52,T,2014-07-01,Y30-34,10070,135,353550
27916,ES52,T,2014-07-01,Y35-39,10070,135,430668
27917,ES52,T,2014-07-01,Y40-44,10070,135,413603
27918,ES52,T,2014-07-01,Y45-49,10070,135,392661
27919,ES52,T,2014-07-01,Y5-9,10070,135,269489
27920,ES52,T,2014-07-01,Y50-54,10070,135,356646
27921,ES52,T,2014-07-01,Y55-59,10070,135,309747
27922,ES52,T,2014-07-01,Y60-64,10070,135,271171
27923,ES52,T,2014-07-01,Y65-69,10070,135,259613
27924,ES52,T,2014-07-01,Y70-74,10070,135,214334
27925,ES52,T,2014-07-01,Y75-79,10070,135,173015
27926,ES52,T,2014-07-01,Y80-84,10070,135,140958
27927,ES52,T,2014-07-01,Y85-89,10070,135,81064
27928,ES52,T,2014-07-01,Y_GE90,22154,297,39084
27929,ES52,T,2014-07-01,Y_LT5,10070,135,239706
27930,ES52,T,2015-01-01,Y10-14,10075,5,248975
27931,ES52,T,2015-01-01,Y15-19,10075,5,229841
27932,ES52,T,2015-01-01,Y20-24,10075,5,244678
27933,ES52,T,2015-01-01,Y25-29,10075,5,273215
27934,ES52,T,2015-01-01,Y30-34,10075,5,341900
27935,ES52,T,2015-01-01,Y35-39,10075,5,425701
27936,ES52,T,2015-01-01,Y40-44,10075,5,415151
27937,ES52,T,2015-01-01,Y45-49,10075,5,392895
27938,ES52,T,2015-01-01,Y5-9,10075,5,269398
27939,ES52,T,2015-01-01,Y50-54,10075,5,359996
27940,ES52,T,2015-01-01,Y55-59,10075,5,315019
27941,ES52,T,2015-01-01,Y60-64,10075,5,270957
27942,ES52,T,2015-01-01,Y65-69,10075,5,260471
27943,ES52,T,2015-01-01,Y70-74,10075,5,221483
27944,ES52,T,2015-01-01,Y75-79,10075,5,168124
27945,ES52,T,2015-01-01,Y80-84,10075,5,142327
27946,ES52,T,2015-01-01,Y85-89,10075,5,82457
27947,ES52,T,2015-01-01,Y_GE90,22165,11,40246
27948,ES52,T,2015-01-01,Y_LT5,10075,5,236834
27949,ES52,T,2015-07-01,Y10-14,10075,135,250809
27950,ES52,T,2015-07-01,Y15-19,10075,135,231198
27951,ES52,T,2015-07-01,Y20-24,10075,135,242062
27952,ES52,T,2015-07-01,Y25-29,10075,135,268657
27953,ES52,T,2015-07-01,Y30-34,10075,135,331309
27954,ES52,T,2015-07-01,Y35-39,10075,135,419934
27955,ES52,T,2015-07-01,Y40-44,10075,135,416721
27956,ES52,T,2015-07-01,Y45-49,10075,135,394392
27957,ES52,T,2015-07-01,Y5-9,10075,135,268280
27958,ES52,T,2015-07-01,Y50-54,10075,135,362497
27959,ES52,T,2015-07-01,Y55-59,10075,135,319862
27960,ES52,T,2015-07-01,Y60-64,10075,135,273395
27961,ES52,T,2015-07-01,Y65-69,10075,135,260017
27962,ES52,T,2015-07-01,Y70-74,10075,135,219769
27963,ES52,T,2015-07-01,Y75-79,10075,135,172673
27964,ES52,T,2015-07-01,Y80-84,10075,135,142340
27965,ES52,T,2015-07-01,Y85-89,10075,135,83662
27966,ES52,T,2015-07-01,Y_GE90,22165,297,40907
27967,ES52,T,2015-07-01,Y_LT5,10075,135,232801
27968,ES52,T,2016-01-01,Y10-14,10080,5,253304
27969,ES52,T,2016-01-01,Y15-19,10080,5,233296
27970,ES52,T,2016-01-01,Y20-24,10080,5,239983
27971,ES52,T,2016-01-01,Y25-29,10080,5,264783
27972,ES52,T,2016-01-01,Y30-34,10080,5,321121
27973,ES52,T,2016-01-01,Y35-39,10080,5,414477
27974,ES52,T,2016-01-01,Y40-44,10080,5,418716
27975,ES52,T,2016-01-01,Y45-49,10080,5,395971
27976,ES52,T,2016-01-01,Y5-9,10080,5,267699
27977,ES52,T,2016-01-01,Y50-54,10080,5,365087
27978,ES52,T,2016-01-01,Y55-59,10080,5,324782
27979,ES52,T,2016-01-01,Y60-64,10080,5,276087
27980,ES52,T,2016-01-01,Y65-69,10080,5,259968
27981,ES52,T,2016-01-01,Y70-74,10080,5,218377
27982,ES52,T,2016-01-01,Y75-79,10080,5,177622
27983,ES52,T,2016-01-01,Y80-84,10080,5,143142
27984,ES52,T,2016-01-01,Y85-89,10080,5,85735
27985,ES52,T,2016-01-01,Y_GE90,22176,11,41411
27986,ES52,T,2016-01-01,Y_LT5,10080,5,230787
27987,ES52,T,2016-07-01,Y10-14,10080,135,255698
27988,ES52,T,2016-07-01,Y15-19,10080,135,235060
27989,ES52,T,2016-07-01,Y20-24,10080,135,238397
27990,ES52,T,2016-07-01,Y25-29,10080,135,261475
27991,ES52,T,2016-07-01,Y30-34,10080,135,312628
27992,ES52,T,2016-07-01,Y35-39,10080,135,406127
27993,ES52,T,2016-07-01,Y40-44,10080,135,420524
27994,ES52,T,2016-07-01,Y45-49,10080,135,397508
27995,ES52,T,2016-07-01,Y5-9,10080,135,265239
27996,ES52,T,2016-07-01,Y50-54,10080,135,368494
27997,ES52,T,2016-07-01,Y55-59,10080,135,329070
27998,ES52,T,2016-07-01,Y60-64,10080,135,278479
27999,ES52,T,2016-07-01,Y65-69,10080,135,260553
28000,ES52,T,2016-07-01,Y70-74,10080,135,221979
28001,ES52,T,2016-07-01,Y75-79,10080,135,176255
28002,ES52,T,2016-07-01,Y80-84,10080,135,143549
28003,ES52,T,2016-07-01,Y85-89,10080,135,86856
28004,ES52,T,2016-07-01,Y_GE90,22176,297,43044
28005,ES52,T,2016-07-01,Y_LT5,10080,135,226927
28006,ES52,T,2017-01-01,Y10-14,10085,5,258853
28007,ES52,T,2017-01-01,Y15-19,10085,5,237483
28008,ES52,T,2017-01-01,Y20-24,10085,5,237735
28009,ES52,T,2017-01-01,Y25-29,10085,5,259262
28010,ES52,T,2017-01-01,Y30-34,10085,5,304735
28011,ES52,T,2017-01-01,Y35-39,10085,5,398316
28012,ES52,T,2017-01-01,Y40-44,10085,5,422873
28013,ES52,T,2017-01-01,Y45-49,10085,5,399560
28014,ES52,T,2017-01-01,Y5-9,10085,5,263608
28015,ES52,T,2017-01-01,Y50-54,10085,5,372308
28016,ES52,T,2017-01-01,Y55-59,10085,5,333651
28017,ES52,T,2017-01-01,Y60-64,10085,5,281051
28018,ES52,T,2017-01-01,Y65-69,10085,5,261665
28019,ES52,T,2017-01-01,Y70-74,10085,5,226132
28020,ES52,T,2017-01-01,Y75-79,10085,5,175428
28021,ES52,T,2017-01-01,Y80-84,10085,5,144402
28022,ES52,T,2017-01-01,Y85-89,10085,5,88126
28023,ES52,T,2017-01-01,Y_GE90,22187,11,44591
28024,ES52,T,2017-01-01,Y_LT5,10085,5,225303
28025,ES52,T,2017-07-01,Y10-14,10085,135,261592
28026,ES52,T,2017-07-01,Y15-19,10085,135,239200
28027,ES52,T,2017-07-01,Y20-24,10085,135,237031
28028,ES52,T,2017-07-01,Y25-29,10085,135,257733
28029,ES52,T,2017-07-01,Y30-34,10085,135,297204
28030,ES52,T,2017-07-01,Y35-39,10085,135,388410
28031,ES52,T,2017-07-01,Y40-44,10085,135,423546
28032,ES52,T,2017-07-01,Y45-49,10085,135,400071
28033,ES52,T,2017-07-01,Y5-9,10085,135,260609
28034,ES52,T,2017-07-01,Y50-54,10085,135,376185
28035,ES52,T,2017-07-01,Y55-59,10085,135,336215
28036,ES52,T,2017-07-01,Y60-64,10085,135,284154
28037,ES52,T,2017-07-01,Y65-69,10085,135,262935
28038,ES52,T,2017-07-01,Y70-74,10085,135,229636
28039,ES52,T,2017-07-01,Y75-79,10085,135,174584
28040,ES52,T,2017-07-01,Y80-84,10085,135,144622
28041,ES52,T,2017-07-01,Y85-89,10085,135,89155
28042,ES52,T,2017-07-01,Y_GE90,22187,297,45118
28043,ES52,T,2017-07-01,Y_LT5,10085,135,221932
28044,ES52,T,2018-01-01,Y10-14,10090,5,265519
28045,ES52,T,2018-01-01,Y15-19,10090,5,241831
28046,ES52,T,2018-01-01,Y20-24,10090,5,237693
28047,ES52,T,2018-01-01,Y25-29,10090,5,258252
28048,ES52,T,2018-01-01,Y30-34,10090,5,291830
28049,ES52,T,2018-01-01,Y35-39,10090,5,380603
28050,ES52,T,2018-01-01,Y40-44,10090,5,425879
28051,ES52,T,2018-01-01,Y45-49,10090,5,401675
28052,ES52,T,2018-01-01,Y5-9,10090,5,258947
28053,ES52,T,2018-01-01,Y50-54,10090,5,380851
28054,ES52,T,2018-01-01,Y55-59,10090,5,339535
28055,ES52,T,2018-01-01,Y60-64,10090,5,287935
28056,ES52,T,2018-01-01,Y65-69,10090,5,265020
28057,ES52,T,2018-01-01,Y70-74,10090,5,233903
28058,ES52,T,2018-01-01,Y75-79,10090,5,174395
28059,ES52,T,2018-01-01,Y80-84,10090,5,145353
28060,ES52,T,2018-01-01,Y85-89,10090,5,90782
28061,ES52,T,2018-01-01,Y_GE90,22198,11,45786
28062,ES52,T,2018-01-01,Y_LT5,10090,5,220442
28063,ES52,T,2018-07-01,Y10-14,10090,135,268388
28064,ES52,T,2018-07-01,Y15-19,10090,135,245100
28065,ES52,T,2018-07-01,Y20-24,10090,135,238280
28066,ES52,T,2018-07-01,Y25-29,10090,135,257288
28067,ES52,T,2018-07-01,Y30-34,10090,135,288084
28068,ES52,T,2018-07-01,Y35-39,10090,135,370193
28069,ES52,T,2018-07-01,Y40-44,10090,135,426651
28070,ES52,T,2018-07-01,Y45-49,10090,135,403387
28071,ES52,T,2018-07-01,Y5-9,10090,135,254286
28072,ES52,T,2018-07-01,Y50-54,10090,135,383311
28073,ES52,T,2018-07-01,Y55-59,10090,135,342918
28074,ES52,T,2018-07-01,Y60-64,10090,135,292913
28075,ES52,T,2018-07-01,Y65-69,10090,135,264098
28076,ES52,T,2018-07-01,Y70-74,10090,135,237019
28077,ES52,T,2018-07-01,Y75-79,10090,135,177327
28078,ES52,T,2018-07-01,Y80-84,10090,135,143243
28079,ES52,T,2018-07-01,Y85-89,10090,135,91902
28080,ES52,T,2018-07-01,Y_GE90,22198,297,46619
28081,ES52,T,2018-07-01,Y_LT5,10090,135,217449
28082,ES52,T,2019-01-01,Y10-14,10095,5,272661
28083,ES52,T,2019-01-01,Y15-19,10095,5,249723
28084,ES52,T,2019-01-01,Y20-24,10095,5,240386
28085,ES52,T,2019-01-01,Y25-29,10095,5,258415
28086,ES52,T,2019-01-01,Y30-34,10095,5,286179
28087,ES52,T,2019-01-01,Y35-39,10095,5,361494
28088,ES52,T,2019-01-01,Y40-44,10095,5,428725
28089,ES52,T,2019-01-01,Y45-49,10095,5,406481
28090,ES52,T,2019-01-01,Y5-9,10095,5,250876
28091,ES52,T,2019-01-01,Y50-54,10095,5,386994
28092,ES52,T,2019-01-01,Y55-59,10095,5,347230
28093,ES52,T,2019-01-01,Y60-64,10095,5,298869
28094,ES52,T,2019-01-01,Y65-69,10095,5,264182
28095,ES52,T,2019-01-01,Y70-74,10095,5,241013
28096,ES52,T,2019-01-01,Y75-79,10095,5,181317
28097,ES52,T,2019-01-01,Y80-84,10095,5,142337
28098,ES52,T,2019-01-01,Y85-89,10095,5,93834
28099,ES52,T,2019-01-01,Y_GE90,22209,11,47909
28100,ES52,T,2019-01-01,Y_LT5,10095,5,216342
28101,ES52,T,2019-07-01,Y10-14,10095,135,274226
28102,ES52,T,2019-07-01,Y15-19,10095,135,253551
28103,ES52,T,2019-07-01,Y20-24,10095,135,243963
28104,ES52,T,2019-07-01,Y25-29,10095,135,259831
28105,ES52,T,2019-07-01,Y30-34,10095,135,285018
28106,ES52,T,2019-07-01,Y35-39,10095,135,354773
28107,ES52,T,2019-07-01,Y40-44,10095,135,427571
28108,ES52,T,2019-07-01,Y45-49,10095,135,410759
28109,ES52,T,2019-07-01,Y5-9,10095,135,249668
28110,ES52,T,2019-07-01,Y50-54,10095,135,389352
28111,ES52,T,2019-07-01,Y55-59,10095,135,352665
28112,ES52,T,2019-07-01,Y60-64,10095,135,305755
28113,ES52,T,2019-07-01,Y65-69,10095,135,265573
28114,ES52,T,2019-07-01,Y70-74,10095,135,242945
28115,ES52,T,2019-07-01,Y75-79,10095,135,188649
28116,ES52,T,2019-07-01,Y80-84,10095,135,138193
28117,ES52,T,2019-07-01,Y85-89,10095,135,94919
28118,ES52,T,2019-07-01,Y_GE90,22209,297,49283
28119,ES52,T,2019-07-01,Y_LT5,10095,135,212931
28120,ES52,T,2020-01-01,Y10-14,10100,5,276566
28121,ES52,T,2020-01-01,Y15-19,10100,5,257888
28122,ES52,T,2020-01-01,Y20-24,10100,5,247722
28123,ES52,T,2020-01-01,Y25-29,10100,5,261246
28124,ES52,T,2020-01-01,Y30-34,10100,5,283919
28125,ES52,T,2020-01-01,Y35-39,10100,5,348270
28126,ES52,T,2020-01-01,Y40-44,10100,5,426864
28127,ES52,T,2020-01-01,Y45-49,10100,5,415143
28128,ES52,T,2020-01-01,Y5-9,10100,5,249052
28129,ES52,T,2020-01-01,Y50-54,10100,5,391572
28130,ES52,T,2020-01-01,Y55-59,10100,5,358036
28131,ES52,T,2020-01-01,Y60-64,10100,5,312624
28132,ES52,T,2020-01-01,Y65-69,10100,5,267072
28133,ES52,T,2020-01-01,Y70-74,10100,5,244942
28134,ES52,T,2020-01-01,Y75-79,10100,5,195820
28135,ES52,T,2020-01-01,Y80-84,10100,5,134447
28136,ES52,T,2020-01-01,Y85-89,10100,5,96362
28137,ES52,T,2020-01-01,Y_GE90,22220,11,50647
28138,ES52,T,2020-01-01,Y_LT5,10100,5,211146
28139,ES52,T,2020-07-01,Y10-14,10100,135,276507
28140,ES52,T,2020-07-01,Y15-19,10100,135,260485
28141,ES52,T,2020-07-01,Y20-24,10100,135,250281
28142,ES52,T,2020-07-01,Y25-29,10100,135,260843
28143,ES52,T,2020-07-01,Y30-34,10100,135,282405
28144,ES52,T,2020-07-01,Y35-39,10100,135,340437
28145,ES52,T,2020-07-01,Y40-44,10100,135,423267
28146,ES52,T,2020-07-01,Y45-49,10100,135,417983
28147,ES52,T,2020-07-01,Y5-9,10100,135,247064
28148,ES52,T,2020-07-01,Y50-54,10100,135,394044
28149,ES52,T,2020-07-01,Y55-59,10100,135,361262
28150,ES52,T,2020-07-01,Y60-64,10100,135,317721
28151,ES52,T,2020-07-01,Y65-69,10100,135,269966
28152,ES52,T,2020-07-01,Y70-74,10100,135,245494
28153,ES52,T,2020-07-01,Y75-79,10100,135,194663
28154,ES52,T,2020-07-01,Y80-84,10100,135,138735
28155,ES52,T,2020-07-01,Y85-89,10100,135,96467
28156,ES52,T,2020-07-01,Y_GE90,22220,297,52065
28157,ES52,T,2020-07-01,Y_LT5,10100,135,206588
28158,ES53,F,2002-01-01,Y10-14,10010,5,21974
28159,ES53,F,2002-01-01,Y15-19,10010,5,23922
28160,ES53,F,2002-01-01,Y20-24,10010,5,31510
28161,ES53,F,2002-01-01,Y25-29,10010,5,37660
28162,ES53,F,2002-01-01,Y30-34,10010,5,36838
28163,ES53,F,2002-01-01,Y35-39,10010,5,35367
28164,ES53,F,2002-01-01,Y40-44,10010,5,31783
28165,ES53,F,2002-01-01,Y45-49,10010,5,27714
28166,ES53,F,2002-01-01,Y5-9,10010,5,20655
28167,ES53,F,2002-01-01,Y50-54,10010,5,25428
28168,ES53,F,2002-01-01,Y55-59,10010,5,22615
28169,ES53,F,2002-01-01,Y60-64,10010,5,17747
28170,ES53,F,2002-01-01,Y65-69,10010,5,19087
28171,ES53,F,2002-01-01,Y70-74,10010,5,17364
28172,ES53,F,2002-01-01,Y75-79,10010,5,14973
28173,ES53,F,2002-01-01,Y80-84,10010,5,10554
28174,ES53,F,2002-01-01,Y85-89,10010,5,6173
28175,ES53,F,2002-01-01,Y_GE90,22022,11,3035
28176,ES53,F,2002-01-01,Y_LT5,10010,5,21593
28177,ES53,F,2002-07-01,Y10-14,10010,135,22316
28178,ES53,F,2002-07-01,Y15-19,10010,135,24078
28179,ES53,F,2002-07-01,Y20-24,10010,135,32108
28180,ES53,F,2002-07-01,Y25-29,10010,135,39254
28181,ES53,F,2002-07-01,Y30-34,10010,135,38254
28182,ES53,F,2002-07-01,Y35-39,10010,135,36375
28183,ES53,F,2002-07-01,Y40-44,10010,135,32525
28184,ES53,F,2002-07-01,Y45-49,10010,135,28496
28185,ES53,F,2002-07-01,Y5-9,10010,135,20884
28186,ES53,F,2002-07-01,Y50-54,10010,135,25974
28187,ES53,F,2002-07-01,Y55-59,10010,135,23298
28188,ES53,F,2002-07-01,Y60-64,10010,135,18098
28189,ES53,F,2002-07-01,Y65-69,10010,135,19032
28190,ES53,F,2002-07-01,Y70-74,10010,135,17557
28191,ES53,F,2002-07-01,Y75-79,10010,135,15024
28192,ES53,F,2002-07-01,Y80-84,10010,135,10810
28193,ES53,F,2002-07-01,Y85-89,10010,135,6260
28194,ES53,F,2002-07-01,Y_GE90,22022,297,3013
28195,ES53,F,2002-07-01,Y_LT5,10010,135,22399
28196,ES53,F,2003-01-01,Y10-14,10015,5,22637
28197,ES53,F,2003-01-01,Y15-19,10015,5,24178
28198,ES53,F,2003-01-01,Y20-24,10015,5,32409
28199,ES53,F,2003-01-01,Y25-29,10015,5,40251
28200,ES53,F,2003-01-01,Y30-34,10015,5,39294
28201,ES53,F,2003-01-01,Y35-39,10015,5,37147
28202,ES53,F,2003-01-01,Y40-44,10015,5,33182
28203,ES53,F,2003-01-01,Y45-49,10015,5,29230
28204,ES53,F,2003-01-01,Y5-9,10015,5,21013
28205,ES53,F,2003-01-01,Y50-54,10015,5,26519
28206,ES53,F,2003-01-01,Y55-59,10015,5,23992
28207,ES53,F,2003-01-01,Y60-64,10015,5,18443
28208,ES53,F,2003-01-01,Y65-69,10015,5,19001
28209,ES53,F,2003-01-01,Y70-74,10015,5,17729
28210,ES53,F,2003-01-01,Y75-79,10015,5,15128
28211,ES53,F,2003-01-01,Y80-84,10015,5,11118
28212,ES53,F,2003-01-01,Y85-89,10015,5,6390
28213,ES53,F,2003-01-01,Y_GE90,22033,11,3100
28214,ES53,F,2003-01-01,Y_LT5,10015,5,23242
28215,ES53,F,2003-07-01,Y10-14,10015,135,22854
28216,ES53,F,2003-07-01,Y15-19,10015,135,24321
28217,ES53,F,2003-07-01,Y20-24,10015,135,32417
28218,ES53,F,2003-07-01,Y25-29,10015,135,40988
28219,ES53,F,2003-07-01,Y30-34,10015,135,40321
28220,ES53,F,2003-07-01,Y35-39,10015,135,37809
28221,ES53,F,2003-07-01,Y40-44,10015,135,33986
28222,ES53,F,2003-07-01,Y45-49,10015,135,29967
28223,ES53,F,2003-07-01,Y5-9,10015,135,21373
28224,ES53,F,2003-07-01,Y50-54,10015,135,26728
28225,ES53,F,2003-07-01,Y55-59,10015,135,24712
28226,ES53,F,2003-07-01,Y60-64,10015,135,19295
28227,ES53,F,2003-07-01,Y65-69,10015,135,18776
28228,ES53,F,2003-07-01,Y70-74,10015,135,17958
28229,ES53,F,2003-07-01,Y75-79,10015,135,15328
28230,ES53,F,2003-07-01,Y80-84,10015,135,11271
28231,ES53,F,2003-07-01,Y85-89,10015,135,6451
28232,ES53,F,2003-07-01,Y_GE90,22033,297,3162
28233,ES53,F,2003-07-01,Y_LT5,10015,135,23802
28234,ES53,F,2004-01-01,Y10-14,10020,5,22960
28235,ES53,F,2004-01-01,Y15-19,10020,5,24376
28236,ES53,F,2004-01-01,Y20-24,10020,5,32340
28237,ES53,F,2004-01-01,Y25-29,10020,5,41764
28238,ES53,F,2004-01-01,Y30-34,10020,5,41263
28239,ES53,F,2004-01-01,Y35-39,10020,5,38427
28240,ES53,F,2004-01-01,Y40-44,10020,5,34692
28241,ES53,F,2004-01-01,Y45-49,10020,5,30735
28242,ES53,F,2004-01-01,Y5-9,10020,5,21590
28243,ES53,F,2004-01-01,Y50-54,10020,5,26892
28244,ES53,F,2004-01-01,Y55-59,10020,5,25365
28245,ES53,F,2004-01-01,Y60-64,10020,5,20095
28246,ES53,F,2004-01-01,Y65-69,10020,5,18531
28247,ES53,F,2004-01-01,Y70-74,10020,5,18208
28248,ES53,F,2004-01-01,Y75-79,10020,5,15533
28249,ES53,F,2004-01-01,Y80-84,10020,5,11426
28250,ES53,F,2004-01-01,Y85-89,10020,5,6509
28251,ES53,F,2004-01-01,Y_GE90,22044,11,3235
28252,ES53,F,2004-01-01,Y_LT5,10020,5,24472
28253,ES53,F,2004-07-01,Y10-14,10020,135,22965
28254,ES53,F,2004-07-01,Y15-19,10020,135,24373
28255,ES53,F,2004-07-01,Y20-24,10020,135,32094
28256,ES53,F,2004-07-01,Y25-29,10020,135,41914
28257,ES53,F,2004-07-01,Y30-34,10020,135,42022
28258,ES53,F,2004-07-01,Y35-39,10020,135,38857
28259,ES53,F,2004-07-01,Y40-44,10020,135,35528
28260,ES53,F,2004-07-01,Y45-49,10020,135,31420
28261,ES53,F,2004-07-01,Y5-9,10020,135,21880
28262,ES53,F,2004-07-01,Y50-54,10020,135,27345
28263,ES53,F,2004-07-01,Y55-59,10020,135,25711
